engine_code	glyph_index	NFT_byte_offset
71CA	FFFF	unsupported
71CB	FFFF	unsupported
71CC	FFFF	unsupported
71CD	FFFF	unsupported
71CE	FFFF	unsupported
71CF	FFFF	unsupported
71D0	FFFF	unsupported
71D1	FFFF	unsupported
71D2	FFFF	unsupported
71D3	FFFF	unsupported
71D4	FFFF	unsupported
71D5	FFFF	unsupported
71D6	FFFF	unsupported
71D7	FFFF	unsupported
71D8	FFFF	unsupported
71D9	FFFF	unsupported
71DA	FFFF	unsupported
71DB	FFFF	unsupported
71DC	FFFF	unsupported
71DD	FFFF	unsupported
71DE	FFFF	unsupported
71DF	FFFF	unsupported
71E0	FFFF	unsupported
71E1	FFFF	unsupported
71E2	FFFF	unsupported
71E3	FFFF	unsupported
71E4	FFFF	unsupported
71E5	FFFF	unsupported
71E6	FFFF	unsupported
71E7	FFFF	unsupported
71E8	FFFF	unsupported
71E9	FFFF	unsupported
71EA	FFFF	unsupported
71EB	FFFF	unsupported
71EC	FFFF	unsupported
71ED	FFFF	unsupported
71EE	FFFF	unsupported
71EF	FFFF	unsupported
71F0	FFFF	unsupported
71F1	FFFF	unsupported
71F2	FFFF	unsupported
71F3	FFFF	unsupported
71F4	FFFF	unsupported
71F5	FFFF	unsupported
71F6	FFFF	unsupported
71F7	FFFF	unsupported
71F8	FFFF	unsupported
71F9	FFFF	unsupported
71FA	FFFF	unsupported
71FB	FFFF	unsupported
71FC	FFFF	unsupported
71FD	FFFF	unsupported
71FE	FFFF	unsupported
71FF	FFFF	unsupported
7200	FFFF	unsupported
7201	FFFF	unsupported
7202	FFFF	unsupported
7203	FFFF	unsupported
7204	FFFF	unsupported
7205	FFFF	unsupported
7206	FFFF	unsupported
7207	FFFF	unsupported
7208	FFFF	unsupported
7209	FFFF	unsupported
720A	FFFF	unsupported
720B	FFFF	unsupported
720C	FFFF	unsupported
720D	FFFF	unsupported
720E	FFFF	unsupported
720F	FFFF	unsupported
7210	FFFF	unsupported
7211	FFFF	unsupported
7212	FFFF	unsupported
7213	FFFF	unsupported
7214	FFFF	unsupported
7215	FFFF	unsupported
7216	FFFF	unsupported
7217	FFFF	unsupported
7218	FFFF	unsupported
7219	FFFF	unsupported
721A	FFFF	unsupported
721B	FFFF	unsupported
721C	FFFF	unsupported
721D	FFFF	unsupported
721E	FFFF	unsupported
721F	FFFF	unsupported
7220	FFFF	unsupported
7221	FFFF	unsupported
7222	FFFF	unsupported
7223	FFFF	unsupported
7224	FFFF	unsupported
7225	FFFF	unsupported
7226	FFFF	unsupported
7227	FFFF	unsupported
7228	FFFF	unsupported
7229	FFFF	unsupported
722A	FFFF	unsupported
722B	FFFF	unsupported
722C	FFFF	unsupported
722D	FFFF	unsupported
722E	FFFF	unsupported
722F	FFFF	unsupported
7230	FFFF	unsupported
7231	FFFF	unsupported
7232	FFFF	unsupported
7233	FFFF	unsupported
7234	FFFF	unsupported
7235	FFFF	unsupported
7236	FFFF	unsupported
7237	FFFF	unsupported
7238	FFFF	unsupported
7239	FFFF	unsupported
723A	FFFF	unsupported
723B	FFFF	unsupported
723C	FFFF	unsupported
723D	FFFF	unsupported
723E	FFFF	unsupported
723F	FFFF	unsupported
7240	FFFF	unsupported
7241	FFFF	unsupported
7242	FFFF	unsupported
7243	FFFF	unsupported
7244	FFFF	unsupported
7245	FFFF	unsupported
7246	FFFF	unsupported
7247	FFFF	unsupported
7248	FFFF	unsupported
7249	FFFF	unsupported
724A	FFFF	unsupported
724B	FFFF	unsupported
724C	FFFF	unsupported
724D	FFFF	unsupported
724E	FFFF	unsupported
724F	FFFF	unsupported
7250	FFFF	unsupported
7251	FFFF	unsupported
7252	FFFF	unsupported
7253	FFFF	unsupported
7254	FFFF	unsupported
7255	FFFF	unsupported
7256	FFFF	unsupported
7257	FFFF	unsupported
7258	FFFF	unsupported
7259	FFFF	unsupported
725A	FFFF	unsupported
725B	FFFF	unsupported
725C	FFFF	unsupported
725D	FFFF	unsupported
725E	FFFF	unsupported
725F	FFFF	unsupported
7260	FFFF	unsupported
7261	FFFF	unsupported
7262	FFFF	unsupported
7263	FFFF	unsupported
7264	FFFF	unsupported
7265	FFFF	unsupported
7266	FFFF	unsupported
7267	FFFF	unsupported
7268	FFFF	unsupported
7269	FFFF	unsupported
726A	FFFF	unsupported
726B	FFFF	unsupported
726C	FFFF	unsupported
726D	FFFF	unsupported
726E	FFFF	unsupported
726F	FFFF	unsupported
7270	FFFF	unsupported
7271	FFFF	unsupported
7272	FFFF	unsupported
7273	FFFF	unsupported
7274	FFFF	unsupported
7275	FFFF	unsupported
7276	FFFF	unsupported
7277	FFFF	unsupported
7278	FFFF	unsupported
7279	FFFF	unsupported
727A	FFFF	unsupported
727B	FFFF	unsupported
727C	FFFF	unsupported
727D	FFFF	unsupported
727E	FFFF	unsupported
727F	FFFF	unsupported
7280	FFFF	unsupported
7281	FFFF	unsupported
7282	FFFF	unsupported
7283	FFFF	unsupported
7284	FFFF	unsupported
7285	FFFF	unsupported
7286	FFFF	unsupported
7287	FFFF	unsupported
7288	FFFF	unsupported
7289	FFFF	unsupported
728A	FFFF	unsupported
728B	FFFF	unsupported
728C	FFFF	unsupported
728D	FFFF	unsupported
728E	FFFF	unsupported
728F	FFFF	unsupported
7290	FFFF	unsupported
7291	FFFF	unsupported
7292	FFFF	unsupported
7293	FFFF	unsupported
7294	FFFF	unsupported
7295	FFFF	unsupported
7296	FFFF	unsupported
7297	FFFF	unsupported
7298	FFFF	unsupported
7299	FFFF	unsupported
729A	FFFF	unsupported
729B	FFFF	unsupported
729C	FFFF	unsupported
729D	FFFF	unsupported
729E	FFFF	unsupported
729F	FFFF	unsupported
72A0	FFFF	unsupported
72A1	FFFF	unsupported
72A2	FFFF	unsupported
72A3	FFFF	unsupported
72A4	FFFF	unsupported
72A5	FFFF	unsupported
72A6	FFFF	unsupported
72A7	FFFF	unsupported
72A8	FFFF	unsupported
72A9	FFFF	unsupported
72AA	FFFF	unsupported
72AB	FFFF	unsupported
72AC	FFFF	unsupported
72AD	FFFF	unsupported
72AE	FFFF	unsupported
72AF	FFFF	unsupported
72B0	FFFF	unsupported
72B1	FFFF	unsupported
72B2	FFFF	unsupported
72B3	FFFF	unsupported
72B4	FFFF	unsupported
72B5	FFFF	unsupported
72B6	FFFF	unsupported
72B7	FFFF	unsupported
72B8	FFFF	unsupported
72B9	FFFF	unsupported
72BA	FFFF	unsupported
72BB	FFFF	unsupported
72BC	FFFF	unsupported
72BD	FFFF	unsupported
72BE	FFFF	unsupported
72BF	FFFF	unsupported
72C0	FFFF	unsupported
72C1	FFFF	unsupported
72C2	FFFF	unsupported
72C3	FFFF	unsupported
72C4	FFFF	unsupported
72C5	FFFF	unsupported
72C6	FFFF	unsupported
72C7	FFFF	unsupported
72C8	FFFF	unsupported
72C9	FFFF	unsupported
72CA	FFFF	unsupported
72CB	FFFF	unsupported
72CC	FFFF	unsupported
72CD	FFFF	unsupported
72CE	FFFF	unsupported
72CF	FFFF	unsupported
72D0	FFFF	unsupported
72D1	FFFF	unsupported
72D2	FFFF	unsupported
72D3	FFFF	unsupported
72D4	FFFF	unsupported
72D5	FFFF	unsupported
72D6	FFFF	unsupported
72D7	FFFF	unsupported
72D8	FFFF	unsupported
72D9	FFFF	unsupported
72DA	FFFF	unsupported
72DB	FFFF	unsupported
72DC	FFFF	unsupported
72DD	FFFF	unsupported
72DE	FFFF	unsupported
72DF	FFFF	unsupported
72E0	FFFF	unsupported
72E1	FFFF	unsupported
72E2	FFFF	unsupported
72E3	FFFF	unsupported
72E4	FFFF	unsupported
72E5	FFFF	unsupported
72E6	FFFF	unsupported
72E7	FFFF	unsupported
72E8	FFFF	unsupported
72E9	FFFF	unsupported
72EA	FFFF	unsupported
72EB	FFFF	unsupported
72EC	FFFF	unsupported
72ED	FFFF	unsupported
72EE	FFFF	unsupported
72EF	FFFF	unsupported
72F0	FFFF	unsupported
72F1	FFFF	unsupported
72F2	FFFF	unsupported
72F3	FFFF	unsupported
72F4	FFFF	unsupported
72F5	FFFF	unsupported
72F6	FFFF	unsupported
72F7	FFFF	unsupported
72F8	FFFF	unsupported
72F9	FFFF	unsupported
72FA	FFFF	unsupported
72FB	FFFF	unsupported
72FC	FFFF	unsupported
72FD	FFFF	unsupported
72FE	FFFF	unsupported
72FF	FFFF	unsupported
7300	FFFF	unsupported
7301	FFFF	unsupported
7302	FFFF	unsupported
7303	FFFF	unsupported
7304	FFFF	unsupported
7305	FFFF	unsupported
7306	FFFF	unsupported
7307	FFFF	unsupported
7308	FFFF	unsupported
7309	FFFF	unsupported
730A	FFFF	unsupported
730B	FFFF	unsupported
730C	FFFF	unsupported
730D	FFFF	unsupported
730E	FFFF	unsupported
730F	FFFF	unsupported
7310	FFFF	unsupported
7311	FFFF	unsupported
7312	FFFF	unsupported
7313	FFFF	unsupported
7314	FFFF	unsupported
7315	FFFF	unsupported
7316	FFFF	unsupported
7317	FFFF	unsupported
7318	FFFF	unsupported
7319	FFFF	unsupported
731A	FFFF	unsupported
731B	FFFF	unsupported
731C	FFFF	unsupported
731D	FFFF	unsupported
731E	FFFF	unsupported
731F	FFFF	unsupported
7320	FFFF	unsupported
7321	FFFF	unsupported
7322	FFFF	unsupported
7323	FFFF	unsupported
7324	FFFF	unsupported
7325	FFFF	unsupported
7326	FFFF	unsupported
7327	FFFF	unsupported
7328	FFFF	unsupported
7329	FFFF	unsupported
732A	FFFF	unsupported
732B	FFFF	unsupported
732C	FFFF	unsupported
732D	FFFF	unsupported
732E	FFFF	unsupported
732F	FFFF	unsupported
7330	FFFF	unsupported
7331	FFFF	unsupported
7332	FFFF	unsupported
7333	FFFF	unsupported
7334	FFFF	unsupported
7335	FFFF	unsupported
7336	FFFF	unsupported
7337	FFFF	unsupported
7338	FFFF	unsupported
7339	FFFF	unsupported
733A	FFFF	unsupported
733B	FFFF	unsupported
733C	FFFF	unsupported
733D	FFFF	unsupported
733E	FFFF	unsupported
733F	FFFF	unsupported
7340	FFFF	unsupported
7341	FFFF	unsupported
7342	FFFF	unsupported
7343	FFFF	unsupported
7344	FFFF	unsupported
7345	FFFF	unsupported
7346	FFFF	unsupported
7347	FFFF	unsupported
7348	FFFF	unsupported
7349	FFFF	unsupported
734A	FFFF	unsupported
734B	FFFF	unsupported
734C	FFFF	unsupported
734D	FFFF	unsupported
734E	FFFF	unsupported
734F	FFFF	unsupported
7350	FFFF	unsupported
7351	FFFF	unsupported
7352	FFFF	unsupported
7353	FFFF	unsupported
7354	FFFF	unsupported
7355	FFFF	unsupported
7356	FFFF	unsupported
7357	FFFF	unsupported
7358	FFFF	unsupported
7359	FFFF	unsupported
735A	FFFF	unsupported
735B	FFFF	unsupported
735C	FFFF	unsupported
735D	FFFF	unsupported
735E	FFFF	unsupported
735F	FFFF	unsupported
7360	FFFF	unsupported
7361	FFFF	unsupported
7362	FFFF	unsupported
7363	FFFF	unsupported
7364	FFFF	unsupported
7365	FFFF	unsupported
7366	FFFF	unsupported
7367	FFFF	unsupported
7368	FFFF	unsupported
7369	FFFF	unsupported
736A	FFFF	unsupported
736B	FFFF	unsupported
736C	FFFF	unsupported
736D	FFFF	unsupported
736E	FFFF	unsupported
736F	FFFF	unsupported
7370	FFFF	unsupported
7371	FFFF	unsupported
7372	FFFF	unsupported
7373	FFFF	unsupported
7374	FFFF	unsupported
7375	FFFF	unsupported
7376	FFFF	unsupported
7377	FFFF	unsupported
7378	FFFF	unsupported
7379	FFFF	unsupported
737A	FFFF	unsupported
737B	FFFF	unsupported
737C	FFFF	unsupported
737D	FFFF	unsupported
737E	FFFF	unsupported
737F	FFFF	unsupported
7380	FFFF	unsupported
7381	FFFF	unsupported
7382	FFFF	unsupported
7383	FFFF	unsupported
7384	FFFF	unsupported
7385	FFFF	unsupported
7386	FFFF	unsupported
7387	FFFF	unsupported
7388	FFFF	unsupported
7389	FFFF	unsupported
738A	FFFF	unsupported
738B	FFFF	unsupported
738C	FFFF	unsupported
738D	FFFF	unsupported
738E	FFFF	unsupported
738F	FFFF	unsupported
7390	FFFF	unsupported
7391	FFFF	unsupported
7392	FFFF	unsupported
7393	FFFF	unsupported
7394	FFFF	unsupported
7395	FFFF	unsupported
7396	FFFF	unsupported
7397	FFFF	unsupported
7398	FFFF	unsupported
7399	FFFF	unsupported
739A	FFFF	unsupported
739B	FFFF	unsupported
739C	FFFF	unsupported
739D	FFFF	unsupported
739E	FFFF	unsupported
739F	FFFF	unsupported
73A0	FFFF	unsupported
73A1	FFFF	unsupported
73A2	FFFF	unsupported
73A3	FFFF	unsupported
73A4	FFFF	unsupported
73A5	FFFF	unsupported
73A6	FFFF	unsupported
73A7	FFFF	unsupported
73A8	FFFF	unsupported
73A9	FFFF	unsupported
73AA	FFFF	unsupported
73AB	FFFF	unsupported
73AC	FFFF	unsupported
73AD	FFFF	unsupported
73AE	FFFF	unsupported
73AF	FFFF	unsupported
73B0	FFFF	unsupported
73B1	FFFF	unsupported
73B2	FFFF	unsupported
73B3	FFFF	unsupported
73B4	FFFF	unsupported
73B5	FFFF	unsupported
73B6	FFFF	unsupported
73B7	FFFF	unsupported
73B8	FFFF	unsupported
73B9	FFFF	unsupported
73BA	FFFF	unsupported
73BB	FFFF	unsupported
73BC	FFFF	unsupported
73BD	FFFF	unsupported
73BE	FFFF	unsupported
73BF	FFFF	unsupported
73C0	FFFF	unsupported
73C1	FFFF	unsupported
73C2	FFFF	unsupported
73C3	FFFF	unsupported
73C4	FFFF	unsupported
73C5	FFFF	unsupported
73C6	FFFF	unsupported
73C7	FFFF	unsupported
73C8	FFFF	unsupported
73C9	FFFF	unsupported
73CA	FFFF	unsupported
73CB	FFFF	unsupported
73CC	FFFF	unsupported
73CD	FFFF	unsupported
73CE	FFFF	unsupported
73CF	FFFF	unsupported
73D0	FFFF	unsupported
73D1	FFFF	unsupported
73D2	FFFF	unsupported
73D3	FFFF	unsupported
73D4	FFFF	unsupported
73D5	FFFF	unsupported
73D6	FFFF	unsupported
73D7	FFFF	unsupported
73D8	FFFF	unsupported
73D9	FFFF	unsupported
73DA	FFFF	unsupported
73DB	FFFF	unsupported
73DC	FFFF	unsupported
73DD	FFFF	unsupported
73DE	FFFF	unsupported
73DF	FFFF	unsupported
73E0	FFFF	unsupported
73E1	FFFF	unsupported
73E2	FFFF	unsupported
73E3	FFFF	unsupported
73E4	FFFF	unsupported
73E5	FFFF	unsupported
73E6	FFFF	unsupported
73E7	FFFF	unsupported
73E8	FFFF	unsupported
73E9	FFFF	unsupported
73EA	FFFF	unsupported
73EB	FFFF	unsupported
73EC	FFFF	unsupported
73ED	FFFF	unsupported
73EE	FFFF	unsupported
73EF	FFFF	unsupported
73F0	FFFF	unsupported
73F1	FFFF	unsupported
73F2	FFFF	unsupported
73F3	FFFF	unsupported
73F4	FFFF	unsupported
73F5	FFFF	unsupported
73F6	FFFF	unsupported
73F7	FFFF	unsupported
73F8	FFFF	unsupported
73F9	FFFF	unsupported
73FA	FFFF	unsupported
73FB	FFFF	unsupported
73FC	FFFF	unsupported
73FD	FFFF	unsupported
73FE	FFFF	unsupported
73FF	FFFF	unsupported
7400	FFFF	unsupported
7401	FFFF	unsupported
7402	FFFF	unsupported
7403	FFFF	unsupported
7404	FFFF	unsupported
7405	FFFF	unsupported
7406	FFFF	unsupported
7407	FFFF	unsupported
7408	FFFF	unsupported
7409	FFFF	unsupported
740A	FFFF	unsupported
740B	FFFF	unsupported
740C	FFFF	unsupported
740D	FFFF	unsupported
740E	FFFF	unsupported
740F	FFFF	unsupported
7410	FFFF	unsupported
7411	FFFF	unsupported
7412	FFFF	unsupported
7413	FFFF	unsupported
7414	FFFF	unsupported
7415	FFFF	unsupported
7416	FFFF	unsupported
7417	FFFF	unsupported
7418	FFFF	unsupported
7419	FFFF	unsupported
741A	FFFF	unsupported
741B	FFFF	unsupported
741C	FFFF	unsupported
741D	FFFF	unsupported
741E	FFFF	unsupported
741F	FFFF	unsupported
7420	FFFF	unsupported
7421	FFFF	unsupported
7422	FFFF	unsupported
7423	FFFF	unsupported
7424	FFFF	unsupported
7425	FFFF	unsupported
7426	FFFF	unsupported
7427	FFFF	unsupported
7428	FFFF	unsupported
7429	FFFF	unsupported
742A	FFFF	unsupported
742B	FFFF	unsupported
742C	FFFF	unsupported
742D	FFFF	unsupported
742E	FFFF	unsupported
742F	FFFF	unsupported
7430	FFFF	unsupported
7431	FFFF	unsupported
7432	FFFF	unsupported
7433	FFFF	unsupported
7434	FFFF	unsupported
7435	FFFF	unsupported
7436	FFFF	unsupported
7437	FFFF	unsupported
7438	FFFF	unsupported
7439	FFFF	unsupported
743A	FFFF	unsupported
743B	FFFF	unsupported
743C	FFFF	unsupported
743D	FFFF	unsupported
743E	FFFF	unsupported
743F	FFFF	unsupported
7440	FFFF	unsupported
7441	FFFF	unsupported
7442	FFFF	unsupported
7443	FFFF	unsupported
7444	FFFF	unsupported
7445	FFFF	unsupported
7446	FFFF	unsupported
7447	FFFF	unsupported
7448	FFFF	unsupported
7449	FFFF	unsupported
744A	FFFF	unsupported
744B	FFFF	unsupported
744C	FFFF	unsupported
744D	FFFF	unsupported
744E	FFFF	unsupported
744F	FFFF	unsupported
7450	FFFF	unsupported
7451	FFFF	unsupported
7452	FFFF	unsupported
7453	FFFF	unsupported
7454	FFFF	unsupported
7455	FFFF	unsupported
7456	FFFF	unsupported
7457	FFFF	unsupported
7458	FFFF	unsupported
7459	FFFF	unsupported
745A	FFFF	unsupported
745B	FFFF	unsupported
745C	FFFF	unsupported
745D	FFFF	unsupported
745E	FFFF	unsupported
745F	FFFF	unsupported
7460	FFFF	unsupported
7461	FFFF	unsupported
7462	FFFF	unsupported
7463	FFFF	unsupported
7464	FFFF	unsupported
7465	FFFF	unsupported
7466	FFFF	unsupported
7467	FFFF	unsupported
7468	FFFF	unsupported
7469	FFFF	unsupported
746A	FFFF	unsupported
746B	FFFF	unsupported
746C	FFFF	unsupported
746D	FFFF	unsupported
746E	FFFF	unsupported
746F	FFFF	unsupported
7470	FFFF	unsupported
7471	FFFF	unsupported
7472	FFFF	unsupported
7473	FFFF	unsupported
7474	FFFF	unsupported
7475	FFFF	unsupported
7476	FFFF	unsupported
7477	FFFF	unsupported
7478	FFFF	unsupported
7479	FFFF	unsupported
747A	FFFF	unsupported
747B	FFFF	unsupported
747C	FFFF	unsupported
747D	FFFF	unsupported
747E	FFFF	unsupported
747F	FFFF	unsupported
7480	FFFF	unsupported
7481	FFFF	unsupported
7482	FFFF	unsupported
7483	FFFF	unsupported
7484	FFFF	unsupported
7485	FFFF	unsupported
7486	FFFF	unsupported
7487	FFFF	unsupported
7488	FFFF	unsupported
7489	FFFF	unsupported
748A	FFFF	unsupported
748B	FFFF	unsupported
748C	FFFF	unsupported
748D	FFFF	unsupported
748E	FFFF	unsupported
748F	FFFF	unsupported
7490	FFFF	unsupported
7491	FFFF	unsupported
7492	FFFF	unsupported
7493	FFFF	unsupported
7494	FFFF	unsupported
7495	FFFF	unsupported
7496	FFFF	unsupported
7497	FFFF	unsupported
7498	FFFF	unsupported
7499	FFFF	unsupported
749A	FFFF	unsupported
749B	FFFF	unsupported
749C	FFFF	unsupported
749D	FFFF	unsupported
749E	FFFF	unsupported
749F	FFFF	unsupported
74A0	FFFF	unsupported
74A1	FFFF	unsupported
74A2	FFFF	unsupported
74A3	FFFF	unsupported
74A4	FFFF	unsupported
74A5	FFFF	unsupported
74A6	FFFF	unsupported
74A7	FFFF	unsupported
74A8	FFFF	unsupported
74A9	FFFF	unsupported
74AA	FFFF	unsupported
74AB	FFFF	unsupported
74AC	FFFF	unsupported
74AD	FFFF	unsupported
74AE	FFFF	unsupported
74AF	FFFF	unsupported
74B0	FFFF	unsupported
74B1	FFFF	unsupported
74B2	FFFF	unsupported
74B3	FFFF	unsupported
74B4	FFFF	unsupported
74B5	FFFF	unsupported
74B6	FFFF	unsupported
74B7	FFFF	unsupported
74B8	FFFF	unsupported
74B9	FFFF	unsupported
74BA	FFFF	unsupported
74BB	FFFF	unsupported
74BC	FFFF	unsupported
74BD	FFFF	unsupported
74BE	FFFF	unsupported
74BF	FFFF	unsupported
74C0	FFFF	unsupported
74C1	FFFF	unsupported
74C2	FFFF	unsupported
74C3	FFFF	unsupported
74C4	FFFF	unsupported
74C5	FFFF	unsupported
74C6	FFFF	unsupported
74C7	FFFF	unsupported
74C8	FFFF	unsupported
74C9	FFFF	unsupported
74CA	FFFF	unsupported
74CB	FFFF	unsupported
74CC	FFFF	unsupported
74CD	FFFF	unsupported
74CE	FFFF	unsupported
74CF	FFFF	unsupported
74D0	FFFF	unsupported
74D1	FFFF	unsupported
74D2	FFFF	unsupported
74D3	FFFF	unsupported
74D4	FFFF	unsupported
74D5	FFFF	unsupported
74D6	FFFF	unsupported
74D7	FFFF	unsupported
74D8	FFFF	unsupported
74D9	FFFF	unsupported
74DA	FFFF	unsupported
74DB	FFFF	unsupported
74DC	FFFF	unsupported
74DD	FFFF	unsupported
74DE	FFFF	unsupported
74DF	FFFF	unsupported
74E0	FFFF	unsupported
74E1	FFFF	unsupported
74E2	FFFF	unsupported
74E3	FFFF	unsupported
74E4	FFFF	unsupported
74E5	FFFF	unsupported
74E6	FFFF	unsupported
74E7	FFFF	unsupported
74E8	FFFF	unsupported
74E9	FFFF	unsupported
74EA	FFFF	unsupported
74EB	FFFF	unsupported
74EC	FFFF	unsupported
74ED	FFFF	unsupported
74EE	FFFF	unsupported
74EF	FFFF	unsupported
74F0	FFFF	unsupported
74F1	FFFF	unsupported
74F2	FFFF	unsupported
74F3	FFFF	unsupported
74F4	FFFF	unsupported
74F5	FFFF	unsupported
74F6	FFFF	unsupported
74F7	FFFF	unsupported
74F8	FFFF	unsupported
74F9	FFFF	unsupported
74FA	FFFF	unsupported
74FB	FFFF	unsupported
74FC	FFFF	unsupported
74FD	FFFF	unsupported
74FE	FFFF	unsupported
74FF	FFFF	unsupported
7500	FFFF	unsupported
7501	FFFF	unsupported
7502	FFFF	unsupported
7503	FFFF	unsupported
7504	FFFF	unsupported
7505	FFFF	unsupported
7506	FFFF	unsupported
7507	FFFF	unsupported
7508	FFFF	unsupported
7509	FFFF	unsupported
750A	FFFF	unsupported
750B	FFFF	unsupported
750C	FFFF	unsupported
750D	FFFF	unsupported
750E	FFFF	unsupported
750F	FFFF	unsupported
7510	FFFF	unsupported
7511	FFFF	unsupported
7512	FFFF	unsupported
7513	FFFF	unsupported
7514	FFFF	unsupported
7515	FFFF	unsupported
7516	FFFF	unsupported
7517	FFFF	unsupported
7518	FFFF	unsupported
7519	FFFF	unsupported
751A	FFFF	unsupported
751B	FFFF	unsupported
751C	FFFF	unsupported
751D	FFFF	unsupported
751E	FFFF	unsupported
751F	FFFF	unsupported
7520	FFFF	unsupported
7521	FFFF	unsupported
7522	FFFF	unsupported
7523	FFFF	unsupported
7524	FFFF	unsupported
7525	FFFF	unsupported
7526	FFFF	unsupported
7527	FFFF	unsupported
7528	FFFF	unsupported
7529	FFFF	unsupported
752A	FFFF	unsupported
752B	FFFF	unsupported
752C	FFFF	unsupported
752D	FFFF	unsupported
752E	FFFF	unsupported
752F	FFFF	unsupported
7530	FFFF	unsupported
7531	FFFF	unsupported
7532	FFFF	unsupported
7533	FFFF	unsupported
7534	FFFF	unsupported
7535	FFFF	unsupported
7536	FFFF	unsupported
7537	FFFF	unsupported
7538	FFFF	unsupported
7539	FFFF	unsupported
753A	FFFF	unsupported
753B	FFFF	unsupported
753C	FFFF	unsupported
753D	FFFF	unsupported
753E	FFFF	unsupported
753F	FFFF	unsupported
7540	FFFF	unsupported
7541	FFFF	unsupported
7542	FFFF	unsupported
7543	FFFF	unsupported
7544	FFFF	unsupported
7545	FFFF	unsupported
7546	FFFF	unsupported
7547	FFFF	unsupported
7548	FFFF	unsupported
7549	FFFF	unsupported
754A	FFFF	unsupported
754B	FFFF	unsupported
754C	FFFF	unsupported
754D	FFFF	unsupported
754E	FFFF	unsupported
754F	FFFF	unsupported
7550	FFFF	unsupported
7551	FFFF	unsupported
7552	FFFF	unsupported
7553	FFFF	unsupported
7554	FFFF	unsupported
7555	FFFF	unsupported
7556	FFFF	unsupported
7557	FFFF	unsupported
7558	FFFF	unsupported
7559	FFFF	unsupported
755A	FFFF	unsupported
755B	FFFF	unsupported
755C	FFFF	unsupported
755D	FFFF	unsupported
755E	FFFF	unsupported
755F	FFFF	unsupported
7560	FFFF	unsupported
7561	FFFF	unsupported
7562	FFFF	unsupported
7563	FFFF	unsupported
7564	FFFF	unsupported
7565	FFFF	unsupported
7566	FFFF	unsupported
7567	FFFF	unsupported
7568	FFFF	unsupported
7569	FFFF	unsupported
756A	FFFF	unsupported
756B	FFFF	unsupported
756C	FFFF	unsupported
756D	FFFF	unsupported
756E	FFFF	unsupported
756F	FFFF	unsupported
7570	FFFF	unsupported
7571	FFFF	unsupported
7572	FFFF	unsupported
7573	FFFF	unsupported
7574	FFFF	unsupported
7575	FFFF	unsupported
7576	FFFF	unsupported
7577	FFFF	unsupported
7578	FFFF	unsupported
7579	FFFF	unsupported
757A	FFFF	unsupported
757B	FFFF	unsupported
757C	FFFF	unsupported
757D	FFFF	unsupported
757E	FFFF	unsupported
757F	FFFF	unsupported
7580	FFFF	unsupported
7581	FFFF	unsupported
7582	FFFF	unsupported
7583	FFFF	unsupported
7584	FFFF	unsupported
7585	FFFF	unsupported
7586	FFFF	unsupported
7587	FFFF	unsupported
7588	FFFF	unsupported
7589	FFFF	unsupported
758A	FFFF	unsupported
758B	FFFF	unsupported
758C	FFFF	unsupported
758D	FFFF	unsupported
758E	FFFF	unsupported
758F	FFFF	unsupported
7590	FFFF	unsupported
7591	FFFF	unsupported
7592	FFFF	unsupported
7593	FFFF	unsupported
7594	FFFF	unsupported
7595	FFFF	unsupported
7596	FFFF	unsupported
7597	FFFF	unsupported
7598	FFFF	unsupported
7599	FFFF	unsupported
759A	FFFF	unsupported
759B	FFFF	unsupported
759C	FFFF	unsupported
759D	FFFF	unsupported
759E	FFFF	unsupported
759F	FFFF	unsupported
75A0	FFFF	unsupported
75A1	FFFF	unsupported
75A2	FFFF	unsupported
75A3	FFFF	unsupported
75A4	FFFF	unsupported
75A5	FFFF	unsupported
75A6	FFFF	unsupported
75A7	FFFF	unsupported
75A8	FFFF	unsupported
75A9	FFFF	unsupported
75AA	FFFF	unsupported
75AB	FFFF	unsupported
75AC	FFFF	unsupported
75AD	FFFF	unsupported
75AE	FFFF	unsupported
75AF	FFFF	unsupported
75B0	FFFF	unsupported
75B1	FFFF	unsupported
75B2	FFFF	unsupported
75B3	FFFF	unsupported
75B4	FFFF	unsupported
75B5	FFFF	unsupported
75B6	FFFF	unsupported
75B7	FFFF	unsupported
75B8	FFFF	unsupported
75B9	FFFF	unsupported
75BA	FFFF	unsupported
75BB	FFFF	unsupported
75BC	FFFF	unsupported
75BD	FFFF	unsupported
75BE	FFFF	unsupported
75BF	FFFF	unsupported
75C0	FFFF	unsupported
75C1	FFFF	unsupported
75C2	FFFF	unsupported
75C3	FFFF	unsupported
75C4	FFFF	unsupported
75C5	FFFF	unsupported
75C6	FFFF	unsupported
75C7	FFFF	unsupported
75C8	FFFF	unsupported
75C9	FFFF	unsupported
75CA	FFFF	unsupported
75CB	FFFF	unsupported
75CC	FFFF	unsupported
75CD	FFFF	unsupported
75CE	FFFF	unsupported
75CF	FFFF	unsupported
75D0	FFFF	unsupported
75D1	FFFF	unsupported
75D2	FFFF	unsupported
75D3	FFFF	unsupported
75D4	FFFF	unsupported
75D5	FFFF	unsupported
75D6	FFFF	unsupported
75D7	FFFF	unsupported
75D8	FFFF	unsupported
75D9	FFFF	unsupported
75DA	FFFF	unsupported
75DB	FFFF	unsupported
75DC	FFFF	unsupported
75DD	FFFF	unsupported
