glyph_index	shift_jis	character
5216	9C60	彖
5217	9C61	彗
5218	9C62	彙
5219	9C63	彡
5220	9C64	彭
5221	9C65	彳
5222	9C66	彷
5223	9C67	徃
5224	9C68	徂
5225	9C69	彿
5226	9C6A	徊
5227	9C6B	很
5228	9C6C	徑
5229	9C6D	徇
5230	9C6E	從
5231	9C6F	徙
5232	9C70	徘
5233	9C71	徠
5234	9C72	徨
5235	9C73	徭
5236	9C74	徼
5237	9C75	忖
5238	9C76	忻
5239	9C77	忤
5240	9C78	忸
5241	9C79	忱
5242	9C7A	忝
5243	9C7B	悳
5244	9C7C	忿
5245	9C7D	怡
5246	9C7E	恠
5248	9C80	怙
5249	9C81	怐
5250	9C82	怩
5251	9C83	怎
5252	9C84	怱
5253	9C85	怛
5254	9C86	怕
5255	9C87	怫
5256	9C88	怦
5257	9C89	怏
5258	9C8A	怺
5259	9C8B	恚
5260	9C8C	恁
5261	9C8D	恪
5262	9C8E	恷
5263	9C8F	恟
5264	9C90	恊
5265	9C91	恆
5266	9C92	恍
5267	9C93	恣
5268	9C94	恃
5269	9C95	恤
5270	9C96	恂
5271	9C97	恬
5272	9C98	恫
5273	9C99	恙
5274	9C9A	悁
5275	9C9B	悍
5276	9C9C	惧
5277	9C9D	悃
5278	9C9E	悚
5279	9C9F	悄
5280	9CA0	悛
5281	9CA1	悖
5282	9CA2	悗
5283	9CA3	悒
5284	9CA4	悧
5285	9CA5	悋
5286	9CA6	惡
5287	9CA7	悸
5288	9CA8	惠
5289	9CA9	惓
5290	9CAA	悴
5291	9CAB	忰
5292	9CAC	悽
5293	9CAD	惆
5294	9CAE	悵
5295	9CAF	惘
5296	9CB0	慍
5297	9CB1	愕
5298	9CB2	愆
5299	9CB3	惶
5300	9CB4	惷
5301	9CB5	愀
5302	9CB6	惴
5303	9CB7	惺
5304	9CB8	愃
5305	9CB9	愡
5306	9CBA	惻
5307	9CBB	惱
5308	9CBC	愍
5309	9CBD	愎
5310	9CBE	慇
5311	9CBF	愾
5312	9CC0	愨
5313	9CC1	愧
5314	9CC2	慊
5315	9CC3	愿
5316	9CC4	愼
5317	9CC5	愬
5318	9CC6	愴
5319	9CC7	愽
5320	9CC8	慂
5321	9CC9	慄
5322	9CCA	慳
5323	9CCB	慷
5324	9CCC	慘
5325	9CCD	慙
5326	9CCE	慚
5327	9CCF	慫
5328	9CD0	慴
5329	9CD1	慯
5330	9CD2	慥
5331	9CD3	慱
5332	9CD4	慟
5333	9CD5	慝
5334	9CD6	慓
5335	9CD7	慵
5336	9CD8	憙
5337	9CD9	憖
5338	9CDA	憇
5339	9CDB	憬
5340	9CDC	憔
5341	9CDD	憚
5342	9CDE	憊
5343	9CDF	憑
5344	9CE0	憫
5345	9CE1	憮
5346	9CE2	懌
5347	9CE3	懊
5348	9CE4	應
5349	9CE5	懷
5350	9CE6	懈
5351	9CE7	懃
5352	9CE8	懆
5353	9CE9	憺
5354	9CEA	懋
5355	9CEB	罹
5356	9CEC	懍
5357	9CED	懦
5358	9CEE	懣
5359	9CEF	懶
5360	9CF0	懺
5361	9CF1	懴
5362	9CF2	懿
5363	9CF3	懽
5364	9CF4	懼
5365	9CF5	懾
5366	9CF6	戀
5367	9CF7	戈
5368	9CF8	戉
5369	9CF9	戍
5370	9CFA	戌
5371	9CFB	戔
5372	9CFC	戛
5376	9D40	戞
5377	9D41	戡
5378	9D42	截
5379	9D43	戮
5380	9D44	戰
5381	9D45	戲
5382	9D46	戳
5383	9D47	扁
5384	9D48	扎
5385	9D49	扞
5386	9D4A	扣
5387	9D4B	扛
5388	9D4C	扠
5389	9D4D	扨
5390	9D4E	扼
5391	9D4F	抂
5392	9D50	抉
5393	9D51	找
5394	9D52	抒
5395	9D53	抓
5396	9D54	抖
5397	9D55	拔
5398	9D56	抃
5399	9D57	抔
5400	9D58	拗
5401	9D59	拑
5402	9D5A	抻
5403	9D5B	拏
5404	9D5C	拿
5405	9D5D	拆
5406	9D5E	擔
5407	9D5F	拈
5408	9D60	拜
5409	9D61	拌
5410	9D62	拊
5411	9D63	拂
5412	9D64	拇
5413	9D65	抛
5414	9D66	拉
5415	9D67	挌
5416	9D68	拮
5417	9D69	拱
5418	9D6A	挧
5419	9D6B	挂
5420	9D6C	挈
5421	9D6D	拯
5422	9D6E	拵
5423	9D6F	捐
5424	9D70	挾
5425	9D71	捍
5426	9D72	搜
5427	9D73	捏
5428	9D74	掖
5429	9D75	掎
5430	9D76	掀
5431	9D77	掫
5432	9D78	捶
5433	9D79	掣
5434	9D7A	掏
5435	9D7B	掉
5436	9D7C	掟
5437	9D7D	掵
5438	9D7E	捫
5440	9D80	捩
5441	9D81	掾
5442	9D82	揩
5443	9D83	揀
5444	9D84	揆
5445	9D85	揣
5446	9D86	揉
5447	9D87	插
5448	9D88	揶
5449	9D89	揄
5450	9D8A	搖
5451	9D8B	搴
5452	9D8C	搆
5453	9D8D	搓
5454	9D8E	搦
5455	9D8F	搶
5456	9D90	攝
5457	9D91	搗
5458	9D92	搨
5459	9D93	搏
5460	9D94	摧
5461	9D95	摯
5462	9D96	摶
5463	9D97	摎
5464	9D98	攪
5465	9D99	撕
5466	9D9A	撓
5467	9D9B	撥
5468	9D9C	撩
5469	9D9D	撈
5470	9D9E	撼
5471	9D9F	據
5472	9DA0	擒
5473	9DA1	擅
5474	9DA2	擇
5475	9DA3	撻
5476	9DA4	擘
5477	9DA5	擂
5478	9DA6	擱
5479	9DA7	擧
5480	9DA8	舉
5481	9DA9	擠
5482	9DAA	擡
5483	9DAB	抬
5484	9DAC	擣
5485	9DAD	擯
5486	9DAE	攬
5487	9DAF	擶
5488	9DB0	擴
5489	9DB1	擲
5490	9DB2	擺
5491	9DB3	攀
5492	9DB4	擽
5493	9DB5	攘
5494	9DB6	攜
5495	9DB7	攅
5496	9DB8	攤
5497	9DB9	攣
5498	9DBA	攫
5499	9DBB	攴
5500	9DBC	攵
5501	9DBD	攷
5502	9DBE	收
5503	9DBF	攸
5504	9DC0	畋
5505	9DC1	效
5506	9DC2	敖
5507	9DC3	敕
5508	9DC4	敍
5509	9DC5	敘
5510	9DC6	敞
5511	9DC7	敝
5512	9DC8	敲
5513	9DC9	數
5514	9DCA	斂
5515	9DCB	斃
5516	9DCC	變
5517	9DCD	斛
5518	9DCE	斟
5519	9DCF	斫
5520	9DD0	斷
5521	9DD1	旃
5522	9DD2	旆
5523	9DD3	旁
5524	9DD4	旄
5525	9DD5	旌
5526	9DD6	旒
5527	9DD7	旛
5528	9DD8	旙
5529	9DD9	无
5530	9DDA	旡
5531	9DDB	旱
5532	9DDC	杲
5533	9DDD	昊
5534	9DDE	昃
5535	9DDF	旻
5536	9DE0	杳
5537	9DE1	昵
5538	9DE2	昶
5539	9DE3	昴
5540	9DE4	昜
5541	9DE5	晏
5542	9DE6	晄
5543	9DE7	晉
5544	9DE8	晁
5545	9DE9	晞
5546	9DEA	晝
5547	9DEB	晤
5548	9DEC	晧
5549	9DED	晨
5550	9DEE	晟
5551	9DEF	晢
5552	9DF0	晰
5553	9DF1	暃
5554	9DF2	暈
5555	9DF3	暎
5556	9DF4	暉
5557	9DF5	暄
5558	9DF6	暘
5559	9DF7	暝
5560	9DF8	曁
5561	9DF9	暹
5562	9DFA	曉
5563	9DFB	暾
5564	9DFC	暼
5568	9E40	曄
5569	9E41	暸
5570	9E42	曖
5571	9E43	曚
5572	9E44	曠
5573	9E45	昿
5574	9E46	曦
5575	9E47	曩
5576	9E48	曰
5577	9E49	曵
5578	9E4A	曷
5579	9E4B	朏
5580	9E4C	朖
5581	9E4D	朞
5582	9E4E	朦
5583	9E4F	朧
5584	9E50	霸
5585	9E51	朮
5586	9E52	朿
5587	9E53	朶
5588	9E54	杁
5589	9E55	朸
5590	9E56	朷
5591	9E57	杆
5592	9E58	杞
5593	9E59	杠
5594	9E5A	杙
5595	9E5B	杣
5596	9E5C	杤
5597	9E5D	枉
5598	9E5E	杰
5599	9E5F	枩
5600	9E60	杼
5601	9E61	杪
5602	9E62	枌
5603	9E63	枋
5604	9E64	枦
5605	9E65	枡
5606	9E66	枅
5607	9E67	枷
5608	9E68	柯
5609	9E69	枴
5610	9E6A	柬
5611	9E6B	枳
5612	9E6C	柩
5613	9E6D	枸
5614	9E6E	柤
5615	9E6F	柞
5616	9E70	柝
5617	9E71	柢
5618	9E72	柮
5619	9E73	枹
5620	9E74	柎
5621	9E75	柆
5622	9E76	柧
5623	9E77	檜
5624	9E78	栞
5625	9E79	框
5626	9E7A	栩
5627	9E7B	桀
5628	9E7C	桍
5629	9E7D	栲
5630	9E7E	桎
5632	9E80	梳
5633	9E81	栫
5634	9E82	桙
5635	9E83	档
5636	9E84	桷
5637	9E85	桿
5638	9E86	梟
5639	9E87	梏
5640	9E88	梭
5641	9E89	梔
5642	9E8A	條
5643	9E8B	梛
5644	9E8C	梃
5645	9E8D	檮
5646	9E8E	梹
5647	9E8F	桴
5648	9E90	梵
5649	9E91	梠
5650	9E92	梺
5651	9E93	椏
5652	9E94	梍
5653	9E95	桾
5654	9E96	椁
5655	9E97	棊
5656	9E98	椈
5657	9E99	棘
5658	9E9A	椢
5659	9E9B	椦
5660	9E9C	棡
5661	9E9D	椌
5662	9E9E	棍
5663	9E9F	棔
5664	9EA0	棧
5665	9EA1	棕
5666	9EA2	椶
5667	9EA3	椒
5668	9EA4	椄
5669	9EA5	棗
5670	9EA6	棣
5671	9EA7	椥
5672	9EA8	棹
5673	9EA9	棠
5674	9EAA	棯
5675	9EAB	椨
5676	9EAC	椪
5677	9EAD	椚
5678	9EAE	椣
5679	9EAF	椡
5680	9EB0	棆
5681	9EB1	楹
5682	9EB2	楷
5683	9EB3	楜
5684	9EB4	楸
5685	9EB5	楫
5686	9EB6	楔
5687	9EB7	楾
5688	9EB8	楮
5689	9EB9	椹
5690	9EBA	楴
5691	9EBB	椽
5692	9EBC	楙
5693	9EBD	椰
5694	9EBE	楡
5695	9EBF	楞
5696	9EC0	楝
5697	9EC1	榁
5698	9EC2	楪
5699	9EC3	榲
5700	9EC4	榮
5701	9EC5	槐
5702	9EC6	榿
5703	9EC7	槁
5704	9EC8	槓
5705	9EC9	榾
5706	9ECA	槎
5707	9ECB	寨
5708	9ECC	槊
5709	9ECD	槝
5710	9ECE	榻
5711	9ECF	槃
5712	9ED0	榧
5713	9ED1	樮
5714	9ED2	榑
5715	9ED3	榠
5716	9ED4	榜
5717	9ED5	榕
5718	9ED6	榴
5719	9ED7	槞
5720	9ED8	槨
5721	9ED9	樂
5722	9EDA	樛
5723	9EDB	槿
5724	9EDC	權
5725	9EDD	槹
5726	9EDE	槲
5727	9EDF	槧
5728	9EE0	樅
5729	9EE1	榱
5730	9EE2	樞
5731	9EE3	槭
5732	9EE4	樔
5733	9EE5	槫
5734	9EE6	樊
5735	9EE7	樒
5736	9EE8	櫁
5737	9EE9	樣
5738	9EEA	樓
5739	9EEB	橄
5740	9EEC	樌
5741	9EED	橲
5742	9EEE	樶
5743	9EEF	橸
5744	9EF0	橇
5745	9EF1	橢
5746	9EF2	橙
5747	9EF3	橦
5748	9EF4	橈
5749	9EF5	樸
5750	9EF6	樢
5751	9EF7	檐
5752	9EF8	檍
5753	9EF9	檠
5754	9EFA	檄
5755	9EFB	檢
5756	9EFC	檣
5760	9F40	檗
5761	9F41	蘗
5762	9F42	檻
5763	9F43	櫃
5764	9F44	櫂
5765	9F45	檸
5766	9F46	檳
5767	9F47	檬
5768	9F48	櫞
5769	9F49	櫑
5770	9F4A	櫟
5771	9F4B	檪
5772	9F4C	櫚
5773	9F4D	櫪
5774	9F4E	櫻
5775	9F4F	欅
5776	9F50	蘖
5777	9F51	櫺
5778	9F52	欒
5779	9F53	欖
5780	9F54	鬱
5781	9F55	欟
5782	9F56	欸
5783	9F57	欷
5784	9F58	盜
5785	9F59	欹
5786	9F5A	飮
5787	9F5B	歇
5788	9F5C	歃
5789	9F5D	歉
5790	9F5E	歐
5791	9F5F	歙
5792	9F60	歔
5793	9F61	歛
5794	9F62	歟
5795	9F63	歡
5796	9F64	歸
5797	9F65	歹
5798	9F66	歿
5799	9F67	殀
5800	9F68	殄
5801	9F69	殃
5802	9F6A	殍
5803	9F6B	殘
5804	9F6C	殕
5805	9F6D	殞
5806	9F6E	殤
5807	9F6F	殪
5808	9F70	殫
5809	9F71	殯
5810	9F72	殲
5811	9F73	殱
5812	9F74	殳
5813	9F75	殷
5814	9F76	殼
5815	9F77	毆
5816	9F78	毋
5817	9F79	毓
5818	9F7A	毟
5819	9F7B	毬
5820	9F7C	毫
5821	9F7D	毳
5822	9F7E	毯
5824	9F80	麾
5825	9F81	氈
5826	9F82	氓
5827	9F83	气
5828	9F84	氛
5829	9F85	氤
5830	9F86	氣
5831	9F87	汞
5832	9F88	汕
5833	9F89	汢
5834	9F8A	汪
5835	9F8B	沂
5836	9F8C	沍
5837	9F8D	沚
5838	9F8E	沁
5839	9F8F	沛
5840	9F90	汾
5841	9F91	汨
5842	9F92	汳
5843	9F93	沒
5844	9F94	沐
5845	9F95	泄
5846	9F96	泱
5847	9F97	泓
5848	9F98	沽
5849	9F99	泗
5850	9F9A	泅
5851	9F9B	泝
5852	9F9C	沮
5853	9F9D	沱
5854	9F9E	沾
5855	9F9F	沺
5856	9FA0	泛
5857	9FA1	泯
5858	9FA2	泙
5859	9FA3	泪
5860	9FA4	洟
5861	9FA5	衍
5862	9FA6	洶
5863	9FA7	洫
5864	9FA8	洽
5865	9FA9	洸
5866	9FAA	洙
5867	9FAB	洵
5868	9FAC	洳
5869	9FAD	洒
5870	9FAE	洌
5871	9FAF	浣
5872	9FB0	涓
5873	9FB1	浤
5874	9FB2	浚
5875	9FB3	浹
5876	9FB4	浙
5877	9FB5	涎
5878	9FB6	涕
5879	9FB7	濤
5880	9FB8	涅
5881	9FB9	淹
5882	9FBA	渕
5883	9FBB	渊
5884	9FBC	涵
5885	9FBD	淇
5886	9FBE	淦
5887	9FBF	涸
5888	9FC0	淆
5889	9FC1	淬
5890	9FC2	淞
5891	9FC3	淌
5892	9FC4	淨
5893	9FC5	淒
5894	9FC6	淅
5895	9FC7	淺
5896	9FC8	淙
5897	9FC9	淤
5898	9FCA	淕
5899	9FCB	淪
5900	9FCC	淮
5901	9FCD	渭
5902	9FCE	湮
5903	9FCF	渮
5904	9FD0	渙
5905	9FD1	湲
5906	9FD2	湟
5907	9FD3	渾
5908	9FD4	渣
5909	9FD5	湫
5910	9FD6	渫
5911	9FD7	湶
5912	9FD8	湍
5913	9FD9	渟
5914	9FDA	湃
5915	9FDB	渺
5916	9FDC	湎
5917	9FDD	渤
5918	9FDE	滿
5919	9FDF	渝
5920	9FE0	游
5921	9FE1	溂
5922	9FE2	溪
5923	9FE3	溘
5924	9FE4	滉
5925	9FE5	溷
5926	9FE6	滓
5927	9FE7	溽
5928	9FE8	溯
5929	9FE9	滄
5930	9FEA	溲
5931	9FEB	滔
5932	9FEC	滕
5933	9FED	溏
5934	9FEE	溥
5935	9FEF	滂
5936	9FF0	溟
5937	9FF1	潁
5938	9FF2	漑
5939	9FF3	灌
5940	9FF4	滬
5941	9FF5	滸
5942	9FF6	滾
5943	9FF7	漿
5944	9FF8	滲
5945	9FF9	漱
5946	9FFA	滯
5947	9FFB	漲
5948	9FFC	滌
5952	E040	漾
5953	E041	漓
5954	E042	滷
5955	E043	澆
5956	E044	潺
5957	E045	潸
5958	E046	澁
5959	E047	澀
5960	E048	潯
5961	E049	潛
5962	E04A	濳
5963	E04B	潭
5964	E04C	澂
5965	E04D	潼
5966	E04E	潘
5967	E04F	澎
5968	E050	澑
5969	E051	濂
5970	E052	潦
5971	E053	澳
5972	E054	澣
5973	E055	澡
5974	E056	澤
5975	E057	澹
5976	E058	濆
5977	E059	澪
5978	E05A	濟
5979	E05B	濕
5980	E05C	濬
5981	E05D	濔
5982	E05E	濘
5983	E05F	濱
5984	E060	濮
5985	E061	濛
5986	E062	瀉
5987	E063	瀋
5988	E064	濺
5989	E065	瀑
5990	E066	瀁
5991	E067	瀏
5992	E068	濾
5993	E069	瀛
5994	E06A	瀚
5995	E06B	潴
5996	E06C	瀝
5997	E06D	瀘
5998	E06E	瀟
5999	E06F	瀰
6000	E070	瀾
6001	E071	瀲
6002	E072	灑
6003	E073	灣
6004	E074	炙
6005	E075	炒
6006	E076	炯
6007	E077	烱
6008	E078	炬
6009	E079	炸
6010	E07A	炳
6011	E07B	炮
6012	E07C	烟
6013	E07D	烋
6014	E07E	烝
6016	E080	烙
6017	E081	焉
6018	E082	烽
6019	E083	焜
6020	E084	焙
6021	E085	煥
6022	E086	煕
6023	E087	熈
6024	E088	煦
6025	E089	煢
6026	E08A	煌
6027	E08B	煖
6028	E08C	煬
6029	E08D	熏
6030	E08E	燻
6031	E08F	熄
6032	E090	熕
6033	E091	熨
6034	E092	熬
6035	E093	燗
6036	E094	熹
6037	E095	熾
6038	E096	燒
6039	E097	燉
6040	E098	燔
6041	E099	燎
6042	E09A	燠
6043	E09B	燬
6044	E09C	燧
6045	E09D	燵
6046	E09E	燼
6047	E09F	燹
6048	E0A0	燿
6049	E0A1	爍
6050	E0A2	爐
6051	E0A3	爛
6052	E0A4	爨
6053	E0A5	爭
6054	E0A6	爬
6055	E0A7	爰
6056	E0A8	爲
6057	E0A9	爻
6058	E0AA	爼
6059	E0AB	爿
6060	E0AC	牀
6061	E0AD	牆
6062	E0AE	牋
6063	E0AF	牘
6064	E0B0	牴
6065	E0B1	牾
6066	E0B2	犂
6067	E0B3	犁
6068	E0B4	犇
6069	E0B5	犒
6070	E0B6	犖
6071	E0B7	犢
6072	E0B8	犧
6073	E0B9	犹
6074	E0BA	犲
6075	E0BB	狃
6076	E0BC	狆
6077	E0BD	狄
6078	E0BE	狎
6079	E0BF	狒
6080	E0C0	狢
6081	E0C1	狠
6082	E0C2	狡
6083	E0C3	狹
6084	E0C4	狷
6085	E0C5	倏
6086	E0C6	猗
6087	E0C7	猊
6088	E0C8	猜
6089	E0C9	猖
6090	E0CA	猝
6091	E0CB	猴
6092	E0CC	猯
6093	E0CD	猩
6094	E0CE	猥
6095	E0CF	猾
6096	E0D0	獎
6097	E0D1	獏
6098	E0D2	默
6099	E0D3	獗
6100	E0D4	獪
6101	E0D5	獨
6102	E0D6	獰
6103	E0D7	獸
6104	E0D8	獵
6105	E0D9	獻
6106	E0DA	獺
6107	E0DB	珈
6108	E0DC	玳
6109	E0DD	珎
6110	E0DE	玻
6111	E0DF	珀
6112	E0E0	珥
6113	E0E1	珮
6114	E0E2	珞
6115	E0E3	璢
6116	E0E4	琅
6117	E0E5	瑯
6118	E0E6	琥
6119	E0E7	珸
6120	E0E8	琲
6121	E0E9	琺
6122	E0EA	瑕
6123	E0EB	琿
6124	E0EC	瑟
6125	E0ED	瑙
6126	E0EE	瑁
6127	E0EF	瑜
6128	E0F0	瑩
6129	E0F1	瑰
6130	E0F2	瑣
6131	E0F3	瑪
6132	E0F4	瑶
6133	E0F5	瑾
6134	E0F6	璋
6135	E0F7	璞
6136	E0F8	璧
6137	E0F9	瓊
6138	E0FA	瓏
6139	E0FB	瓔
6140	E0FC	珱
6144	E140	瓠
6145	E141	瓣
6146	E142	瓧
6147	E143	瓩
6148	E144	瓮
6149	E145	瓲
6150	E146	瓰
6151	E147	瓱
6152	E148	瓸
6153	E149	瓷
6154	E14A	甄
6155	E14B	甃
6156	E14C	甅
6157	E14D	甌
6158	E14E	甎
6159	E14F	甍
6160	E150	甕
6161	E151	甓
6162	E152	甞
6163	E153	甦
6164	E154	甬
6165	E155	甼
6166	E156	畄
6167	E157	畍
6168	E158	畊
6169	E159	畉
6170	E15A	畛
6171	E15B	畆
6172	E15C	畚
6173	E15D	畩
6174	E15E	畤
6175	E15F	畧
6176	E160	畫
6177	E161	畭
6178	E162	畸
6179	E163	當
6180	E164	疆
6181	E165	疇
6182	E166	畴
6183	E167	疊
6184	E168	疉
6185	E169	疂
6186	E16A	疔
6187	E16B	疚
6188	E16C	疝
6189	E16D	疥
6190	E16E	疣
6191	E16F	痂
6192	E170	疳
6193	E171	痃
6194	E172	疵
6195	E173	疽
6196	E174	疸
6197	E175	疼
6198	E176	疱
6199	E177	痍
6200	E178	痊
6201	E179	痒
6202	E17A	痙
6203	E17B	痣
6204	E17C	痞
6205	E17D	痾
6206	E17E	痿
6208	E180	痼
6209	E181	瘁
6210	E182	痰
6211	E183	痺
6212	E184	痲
6213	E185	痳
6214	E186	瘋
6215	E187	瘍
6216	E188	瘉
6217	E189	瘟
6218	E18A	瘧
6219	E18B	瘠
6220	E18C	瘡
6221	E18D	瘢
6222	E18E	瘤
6223	E18F	瘴
6224	E190	瘰
6225	E191	瘻
6226	E192	癇
6227	E193	癈
6228	E194	癆
6229	E195	癜
6230	E196	癘
6231	E197	癡
6232	E198	癢
6233	E199	癨
6234	E19A	癩
6235	E19B	癪
6236	E19C	癧
6237	E19D	癬
6238	E19E	癰
6239	E19F	癲
6240	E1A0	癶
6241	E1A1	癸
6242	E1A2	發
6243	E1A3	皀
6244	E1A4	皃
6245	E1A5	皈
6246	E1A6	皋
6247	E1A7	皎
6248	E1A8	皖
6249	E1A9	皓
6250	E1AA	皙
6251	E1AB	皚
6252	E1AC	皰
6253	E1AD	皴
6254	E1AE	皸
6255	E1AF	皹
6256	E1B0	皺
6257	E1B1	盂
6258	E1B2	盍
6259	E1B3	盖
6260	E1B4	盒
6261	E1B5	盞
6262	E1B6	盡
6263	E1B7	盥
6264	E1B8	盧
6265	E1B9	盪
6266	E1BA	蘯
6267	E1BB	盻
6268	E1BC	眈
6269	E1BD	眇
6270	E1BE	眄
6271	E1BF	眩
6272	E1C0	眤
6273	E1C1	眞
6274	E1C2	眥
6275	E1C3	眦
6276	E1C4	眛
6277	E1C5	眷
6278	E1C6	眸
6279	E1C7	睇
6280	E1C8	睚
6281	E1C9	睨
6282	E1CA	睫
6283	E1CB	睛
6284	E1CC	睥
6285	E1CD	睿
6286	E1CE	睾
6287	E1CF	睹
6288	E1D0	瞎
6289	E1D1	瞋
6290	E1D2	瞑
6291	E1D3	瞠
6292	E1D4	瞞
6293	E1D5	瞰
6294	E1D6	瞶
6295	E1D7	瞹
6296	E1D8	瞿
6297	E1D9	瞼
6298	E1DA	瞽
6299	E1DB	瞻
6300	E1DC	矇
6301	E1DD	矍
6302	E1DE	矗
6303	E1DF	矚
6304	E1E0	矜
6305	E1E1	矣
6306	E1E2	矮
6307	E1E3	矼
6308	E1E4	砌
6309	E1E5	砒
6310	E1E6	礦
6311	E1E7	砠
6312	E1E8	礪
6313	E1E9	硅
6314	E1EA	碎
6315	E1EB	硴
6316	E1EC	碆
6317	E1ED	硼
6318	E1EE	碚
6319	E1EF	碌
6320	E1F0	碣
6321	E1F1	碵
6322	E1F2	碪
6323	E1F3	碯
6324	E1F4	磑
6325	E1F5	磆
6326	E1F6	磋
6327	E1F7	磔
6328	E1F8	碾
6329	E1F9	碼
6330	E1FA	磅
6331	E1FB	磊
6332	E1FC	磬
6336	E240	磧
6337	E241	磚
6338	E242	磽
6339	E243	磴
6340	E244	礇
6341	E245	礒
6342	E246	礑
6343	E247	礙
6344	E248	礬
6345	E249	礫
6346	E24A	祀
6347	E24B	祠
6348	E24C	祗
6349	E24D	祟
6350	E24E	祚
6351	E24F	祕
6352	E250	祓
6353	E251	祺
6354	E252	祿
6355	E253	禊
6356	E254	禝
6357	E255	禧
6358	E256	齋
6359	E257	禪
6360	E258	禮
6361	E259	禳
6362	E25A	禹
6363	E25B	禺
6364	E25C	秉
6365	E25D	秕
6366	E25E	秧
6367	E25F	秬
6368	E260	秡
6369	E261	秣
6370	E262	稈
6371	E263	稍
6372	E264	稘
6373	E265	稙
6374	E266	稠
6375	E267	稟
6376	E268	禀
6377	E269	稱
6378	E26A	稻
6379	E26B	稾
6380	E26C	稷
6381	E26D	穃
6382	E26E	穗
6383	E26F	穉
6384	E270	穡
6385	E271	穢
6386	E272	穩
6387	E273	龝
6388	E274	穰
6389	E275	穹
6390	E276	穽
6391	E277	窈
6392	E278	窗
6393	E279	窕
6394	E27A	窘
6395	E27B	窖
6396	E27C	窩
6397	E27D	竈
6398	E27E	窰
6400	E280	窶
6401	E281	竅
6402	E282	竄
6403	E283	窿
6404	E284	邃
6405	E285	竇
6406	E286	竊
6407	E287	竍
6408	E288	竏
6409	E289	竕
6410	E28A	竓
6411	E28B	站
6412	E28C	竚
6413	E28D	竝
6414	E28E	竡
6415	E28F	竢
6416	E290	竦
6417	E291	竭
6418	E292	竰
6419	E293	笂
6420	E294	笏
6421	E295	笊
6422	E296	笆
6423	E297	笳
6424	E298	笘
6425	E299	笙
6426	E29A	笞
6427	E29B	笵
6428	E29C	笨
6429	E29D	笶
6430	E29E	筐
6431	E29F	筺
6432	E2A0	笄
6433	E2A1	筍
6434	E2A2	笋
6435	E2A3	筌
6436	E2A4	筅
6437	E2A5	筵
6438	E2A6	筥
6439	E2A7	筴
6440	E2A8	筧
6441	E2A9	筰
6442	E2AA	筱
6443	E2AB	筬
6444	E2AC	筮
6445	E2AD	箝
6446	E2AE	箘
6447	E2AF	箟
6448	E2B0	箍
6449	E2B1	箜
6450	E2B2	箚
6451	E2B3	箋
6452	E2B4	箒
6453	E2B5	箏
6454	E2B6	筝
6455	E2B7	箙
6456	E2B8	篋
6457	E2B9	篁
6458	E2BA	篌
6459	E2BB	篏
6460	E2BC	箴
6461	E2BD	篆
6462	E2BE	篝
6463	E2BF	篩
6464	E2C0	簑
6465	E2C1	簔
6466	E2C2	篦
6467	E2C3	篥
6468	E2C4	籠
6469	E2C5	簀
6470	E2C6	簇
6471	E2C7	簓
6472	E2C8	篳
6473	E2C9	篷
6474	E2CA	簗
6475	E2CB	簍
6476	E2CC	篶
6477	E2CD	簣
6478	E2CE	簧
6479	E2CF	簪
6480	E2D0	簟
6481	E2D1	簷
6482	E2D2	簫
6483	E2D3	簽
6484	E2D4	籌
6485	E2D5	籃
6486	E2D6	籔
6487	E2D7	籏
6488	E2D8	籀
6489	E2D9	籐
6490	E2DA	籘
6491	E2DB	籟
6492	E2DC	籤
6493	E2DD	籖
6494	E2DE	籥
6495	E2DF	籬
6496	E2E0	籵
6497	E2E1	粃
6498	E2E2	粐
6499	E2E3	粤
6500	E2E4	粭
6501	E2E5	粢
6502	E2E6	粫
6503	E2E7	粡
6504	E2E8	粨
6505	E2E9	粳
6506	E2EA	粲
6507	E2EB	粱
6508	E2EC	粮
6509	E2ED	粹
6510	E2EE	粽
6511	E2EF	糀
6512	E2F0	糅
6513	E2F1	糂
6514	E2F2	糘
6515	E2F3	糒
6516	E2F4	糜
6517	E2F5	糢
6518	E2F6	鬻
6519	E2F7	糯
6520	E2F8	糲
6521	E2F9	糴
6522	E2FA	糶
6523	E2FB	糺
6524	E2FC	紆
6528	E340	紂
6529	E341	紜
6530	E342	紕
6531	E343	紊
6532	E344	絅
6533	E345	絋
6534	E346	紮
6535	E347	紲
6536	E348	紿
6537	E349	紵
6538	E34A	絆
6539	E34B	絳
6540	E34C	絖
6541	E34D	絎
6542	E34E	絲
6543	E34F	絨
6544	E350	絮
6545	E351	絏
6546	E352	絣
6547	E353	經
6548	E354	綉
6549	E355	絛
6550	E356	綏
6551	E357	絽
6552	E358	綛
6553	E359	綺
6554	E35A	綮
6555	E35B	綣
6556	E35C	綵
6557	E35D	緇
6558	E35E	綽
6559	E35F	綫
6560	E360	總
6561	E361	綢
6562	E362	綯
6563	E363	緜
6564	E364	綸
6565	E365	綟
6566	E366	綰
6567	E367	緘
6568	E368	緝
6569	E369	緤
6570	E36A	緞
6571	E36B	緻
6572	E36C	緲
6573	E36D	緡
6574	E36E	縅
6575	E36F	縊
6576	E370	縣
6577	E371	縡
6578	E372	縒
6579	E373	縱
6580	E374	縟
